id,artist,title,label,category,format,price,item_url,thumb_url
416,Sun Genam,Angry Gods,Key Vinyl,techno,12inch,9.99,https://clone.nl//item61623.html,https://clone.nl/platen/artwork/large/plaatimage60923.jpg
417,Casey Tucker,Deep Soul Calm EP,Key Vinyl,techno,12inch,18.99,https://clone.nl//item61612.html,https://clone.nl/platen/artwork/large/plaatimage60913.jpg
418,Actress,Karma and Desire,Mord,techno,2LP + Download,23.99,https://clone.nl//item61611.html,https://clone.nl/platen/artwork/large/plaatimage60912.jpg
419,ASC,Loop Research ,Lykos Records,techno,12inch,10.99,https://clone.nl//item61603.html,https://clone.nl/platen/artwork/large/plaatimage60904.jpg
420,Actefy,LACK020,Pi Electronics,techno,12inch,23.99,https://clone.nl//item61599.html,https://clone.nl/platen/artwork/large/plaatimage60900.jpg
421,Halv Drøm,Slum Vatic by,F communications,techno,LP,23.99,https://clone.nl//item61598.html,https://clone.nl/platen/artwork/large/plaatimage60899.jpg
422,Unhuman,Voices Of Distress,F communications,techno,12inch,23.99,https://clone.nl//item61597.html,https://clone.nl/platen/artwork/large/plaatimage60898.jpg
423,2 Lanes,Baby's Born To Fish / Impish Desires,F communications,techno,12inch,14.99,https://clone.nl//item61596.html,https://clone.nl/platen/artwork/large/plaatimage60897.jpg
424,Marta de Pascalis,Sonus Ruinae,F communications,techno,LP,23.99,https://clone.nl//item61595.html,https://clone.nl/platen/artwork/large/plaatimage60895.jpg
425,Marcus L,Kimchi Slap,Mindcolormusic,techno,12inch,14.99,https://clone.nl//item61594.html,https://clone.nl/platen/artwork/large/plaatimage60894.jpg
426,UVB76,Iwa Gaaden,Libertine,techno,12inch,12.49,https://clone.nl//item61592.html,https://clone.nl/platen/artwork/large/plaatimage60892.jpg
427,Lou Karsh,Lifeforms,AE,techno,12inch,10.99,https://clone.nl//item61584.html,https://clone.nl/platen/artwork/large/plaatimage60884.jpg
428,Ramses,Arancio Borealis,Tresor,techno,12inch,10.99,https://clone.nl//item61581.html,https://clone.nl/platen/artwork/large/plaatimage61073.jpg
429,Pessimist,Atyeo,Interdimensional Transmissions,techno,12inch,24.99,https://clone.nl//item61580.html,https://clone.nl/platen/artwork/large/plaatimage60881.jpg
430,Tafkamp,Indrukken II,Klasse Wrecks,techno,Cassette Tape,14.99,https://clone.nl//item61578.html,https://clone.nl/platen/artwork/large/plaatimage60879.jpg
431,Gareth Wild ,Common Assault,Voitax,techno,Mini-LP,10.99,https://clone.nl//item61577.html,https://clone.nl/platen/artwork/large/plaatimage60878.jpg
432,Kinder Aus Asbest / Rosa Nebel,Split EP,Avenue 66,techno,12inch,10.99,https://clone.nl//item61576.html,https://clone.nl/platen/artwork/large/plaatimage60877.jpg
433,Nene H / Poly Chain,Standard Deviation,Sous-Vide Records,techno,12inch,32.99,https://clone.nl//item61574.html,https://clone.nl/platen/artwork/large/plaatimage60875.jpg
434,Kovyazin D,Last August EP,On The Fifth Day,techno,12inch,32.49,https://clone.nl//item61573.html,https://clone.nl/platen/artwork/large/plaatimage60873.jpg
435,Farron,Five Elements Ninjas (remixes),Solar One Music,techno,12inch,13.99,https://clone.nl//item61572.html,https://clone.nl/platen/artwork/large/plaatimage60874.jpg
436,Larionov & St. Theodore,Thunderstrike EP,Cultivated Electronics,techno,12inch,15.99,https://clone.nl//item61568.html,https://clone.nl/platen/artwork/large/plaatimage60869.jpg
437,Eluize,Gone,Likemind,techno,LP,15.99,https://clone.nl//item61567.html,https://clone.nl/platen/artwork/large/plaatimage60868.jpg
438,Coco Bryce,Deep Into The Jungle EP,Mindri,techno,12inch,13.99,https://clone.nl//item61565.html,https://clone.nl/platen/artwork/large/plaatimage60865.jpg
439,Mesmé,Steel City Dance Discs Volume 17,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item61564.html,https://clone.nl/platen/artwork/large/plaatimage60864.jpg
440,Harrison BDP,Sound Expansion Meditation EP,Clone Classic Cuts,techno,12inch,15.49,https://clone.nl//item61563.html,https://clone.nl/platen/artwork/large/plaatimage60863.jpg
441,Hi-Ryze,Bitter Pill EP,Clone Classic Cuts,techno,12inch,13.99,https://clone.nl//item61560.html,https://clone.nl/platen/artwork/large/plaatimage60861.jpg
442,Pasiphae,Possessed Realms,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61558.html,https://clone.nl/platen/artwork/large/plaatimage60858.jpg
443,Olivia,Dancing Snake,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61557.html,https://clone.nl/platen/artwork/large/plaatimage60857.jpg
444,The Analogue Cops present Protectorate,The Sea Sherriff EP,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61538.html,https://clone.nl/platen/artwork/large/plaatimage60839.jpg
445,Avalon Emerson ,DJ Kicks,Clone Classic Cuts,techno,2x12inch + Download,11.99,https://clone.nl//item61537.html,https://clone.nl/platen/artwork/large/plaatimage60838.jpg
446,Cutting Room,The Night Chemist,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61535.html,https://clone.nl/platen/artwork/large/plaatimage60837.jpg
447,Stonem,Altruismo EP,Disco Inferno,techno,12inch,9.99,https://clone.nl//item61533.html,https://clone.nl/platen/artwork/large/plaatimage60834.jpg
448,Modus,Triple M EP (Part Two),Avoidance,techno,12inch,11.99,https://clone.nl//item61532.html,https://clone.nl/platen/artwork/large/plaatimage60833.jpg
449,Carista presents,Modern Intimacy Volume 1,Uncanny Valley,techno,2x12inch,16.99,https://clone.nl//item61528.html,https://clone.nl/platen/artwork/large/plaatimage60829.jpg
450,Sedgwick,Rhythm and Isolation,U-Trax,techno,12inch,11.49,https://clone.nl//item61527.html,https://clone.nl/platen/artwork/large/plaatimage60828.jpg
451,Boddika,Walk Talk EP,Echo LTD,techno,12inch,11.49,https://clone.nl//item61522.html,https://clone.nl/platen/artwork/large/plaatimage60822.jpg
452,Betonkust,BAR Records 06,Planet Rhythm,techno,12inch,18.99,https://clone.nl//item61514.html,https://clone.nl/platen/artwork/large/plaatimage60813.jpg
453,Basic Rhythm,I Don't Know What I Would Do,Soiree,techno,12inch,15.99,https://clone.nl//item61513.html,https://clone.nl/platen/artwork/large/plaatimage60812.jpg
454,Cosmic JD,Gizmo Slush Ep,LIES,techno,12inch,12.49,https://clone.nl//item61511.html,https://clone.nl/platen/artwork/large/plaatimage60810.jpg
455,D.P.B.C.,Prva Ep,LIES,techno,12inch,24.49,https://clone.nl//item61510.html,https://clone.nl/platen/artwork/large/plaatimage60809.jpg
456,Raze of Pleasure,Eclipse EP,Lucid Recordings,techno,12inch,17.99,https://clone.nl//item61507.html,https://clone.nl/platen/artwork/large/plaatimage60806.jpg
457,Robbenspierre,Fighting Loneliness EP,Black Smoker Records,techno,12inch,12.99,https://clone.nl//item61504.html,https://clone.nl/platen/artwork/large/plaatimage60803.jpg
458,Dawl,Born Abstract LP,Full Dose,techno,2LP,13.49,https://clone.nl//item61503.html,https://clone.nl/platen/artwork/large/plaatimage60802.jpg
459,Darren Allen,Babylon,Bienvenue,techno,2LP,13.49,https://clone.nl//item61502.html,https://clone.nl/platen/artwork/large/plaatimage60801.jpg
460,Cosmonaut    ,Cuts EP,Ottavia Records,techno,12inch,15.99,https://clone.nl//item61500.html,https://clone.nl/platen/artwork/large/plaatimage60799.jpg
461,Kellon,Tycho EP,Open Channel For Dreamers,techno,12inch,29.99,https://clone.nl//item61499.html,https://clone.nl/platen/artwork/large/plaatimage60798.jpg
462,Vladimir Gnatenko,Die Nag,Fixed Rhythms,techno,12inch,14.99,https://clone.nl//item61498.html,https://clone.nl/platen/artwork/large/plaatimage60796.jpg
463,DJ Deep,Vaincre,Semantica,techno,12inch,12.99,https://clone.nl//item61497.html,https://clone.nl/platen/artwork/large/plaatimage60794.jpg
464,Ellery Cowles,Airwaves,Semantica,techno,12inch,14.99,https://clone.nl//item61491.html,https://clone.nl/platen/artwork/large/plaatimage60790.jpg
465,John Beltran,The Beltran Love EP,Talismann,techno,12inch,13.49,https://clone.nl//item61484.html,https://clone.nl/platen/artwork/large/plaatimage60782.jpg
466,Silverlining x Deep Blue Project,Kermadec Trench EP,Gradient,techno,12inch,13.49,https://clone.nl//item61483.html,https://clone.nl/platen/artwork/large/plaatimage60781.jpg
467,Duplex,Sunbeam,Taisha Records,techno,12inch,28.99,https://clone.nl//item61480.html,https://clone.nl/platen/artwork/large/plaatimage60779.jpg
468,Keiss,Urban Utopia,Nduja,techno,Picture Disc,12.99,https://clone.nl//item61459.html,https://clone.nl/platen/artwork/large/plaatimage60762.jpg
469,Agile Kind,Pyramid,33RPM,techno,12inch,12.99,https://clone.nl//item61457.html,https://clone.nl/platen/artwork/large/plaatimage60764.jpg
470,Steve Rutter,Light From The Dark Ep,Mindcolormusic,techno,7inch,14.99,https://clone.nl//item61456.html,https://clone.nl/platen/artwork/large/plaatimage60765.jpg
471,Morphology,Qualia,Preservation Sound,techno,12inch,11.99,https://clone.nl//item61454.html,https://clone.nl/platen/artwork/large/plaatimage60767.jpg
472,Eamon Harkin,See You In My Dreams,Mint Condition,techno,EP,10.49,https://clone.nl//item61447.html,https://clone.nl/platen/artwork/large/plaatimage60749.jpg
473,Ritmos,Ritmos EP Feat Jon Dixon and Lee ''Scratch'' Perry ,Laura Lies In,techno,12inch,10.99,https://clone.nl//item61446.html,https://clone.nl/platen/artwork/large/plaatimage60748.jpg
474,Julian Muller,Playing With The Devil LP,Phone Records,techno,2LP,12.99,https://clone.nl//item61439.html,https://clone.nl/platen/artwork/large/plaatimage60744.jpg
475,Eduardo de la Calle,Mindfulness Hipernormalisation,Brew,techno,2LP,11.99,https://clone.nl//item61438.html,https://clone.nl/platen/artwork/large/plaatimage60742.jpg
476,Tony Neptune,Reflections On A Daring Escape,Knekelhuis,techno,12inch,11.99,https://clone.nl//item61437.html,https://clone.nl/platen/artwork/large/plaatimage60721.jpg
477,Luke Slater,Berghain Funfzehn,Cold Blow,techno,2x12inch,12.49,https://clone.nl//item61435.html,https://clone.nl/platen/artwork/large/plaatimage60719.jpg
478,Alien FM,Monochromatic Images EP,Pal SL,techno,12inch,18.99,https://clone.nl//item61411.html,https://clone.nl/platen/artwork/large/plaatimage60771.jpg
479,Omar S,Simply (Fuck Resident Advisor) CD,Pariter,techno,CD,23.99,https://clone.nl//item61410.html,https://clone.nl/platen/artwork/large/plaatimage61731.jpg
480,VC-118A,Crunch / Plonk,Pariter,techno,12inch,10.99,https://clone.nl//item61409.html,https://clone.nl/platen/artwork/large/plaatimage60715.jpg
481,Priori presents RED,RED 1,Civilistjavel,techno,12inch,23.99,https://clone.nl//item61407.html,https://clone.nl/platen/artwork/large/plaatimage60713.jpg
482,Varuna,Mantis 04,Fact Records,techno,12inch,23.99,https://clone.nl//item61403.html,https://clone.nl/platen/artwork/large/plaatimage60708.jpg
483,Konduku,Mantis 03,Mathematics,techno,12inch,23.99,https://clone.nl//item61401.html,https://clone.nl/platen/artwork/large/plaatimage60707.jpg
484,Dax J,End Of Opulence,Mathematics,techno,12inch,14.99,https://clone.nl//item61399.html,https://clone.nl/platen/artwork/large/plaatimage60705.jpg
485,Qnete,Pasting Pieces,Local Knowledge Records,techno,12inch,23.99,https://clone.nl//item61396.html,https://clone.nl/platen/artwork/large/plaatimage60702.jpg
486,DJ Sotofett / E-GZR / SVN,Untitled,L&M,techno,12inch,14.99,https://clone.nl//item61394.html,https://clone.nl/platen/artwork/large/plaatimage60700.jpg
487,Dylan Henner,The Invention Of The Human,Gallery,techno,12inch,12.49,https://clone.nl//item61376.html,https://clone.nl/platen/artwork/large/plaatimage60683.jpg
488,Web,The Sound There,WSNWG,techno,2LP,10.99,https://clone.nl//item61374.html,https://clone.nl/platen/artwork/large/plaatimage60681.jpg
489,Tensal,Tyranny EP,Ilian Tape,techno,12inch,13.49,https://clone.nl//item61372.html,https://clone.nl/platen/artwork/large/plaatimage60679.jpg
490,Das Ding,Your Content Will Arrive Shortly (Heap remix),Forbidden Planet,techno,12inch,9.99,https://clone.nl//item61370.html,https://clone.nl/platen/artwork/large/plaatimage60677.jpg
491,Eliaz,Zvok: SW EP,Dark Entries,techno,12inch,14.99,https://clone.nl//item61368.html,https://clone.nl/platen/artwork/large/plaatimage60675.jpg
492,Nico Lahs,Blow Your Mind,Herrensauna,techno,12inch,9.99,https://clone.nl//item61366.html,https://clone.nl/platen/artwork/large/plaatimage60673.jpg
493,Locust,The Plaintive,Tome,techno,12inch,14.49,https://clone.nl//item61363.html,https://clone.nl/platen/artwork/large/plaatimage60670.jpg
494,The Living Room (Orlando Voorn),Roomservice +3,Ostgut Ton,techno,2LP,11.49,https://clone.nl//item61350.html,https://clone.nl/platen/artwork/large/plaatimage60657.jpg
495,Gaia Tones,Heal / Ra Sun,Super Sound Tool,techno,12inch,10.99,https://clone.nl//item61348.html,https://clone.nl/platen/artwork/large/plaatimage60655.jpg
496,Rian Treanor,File Under UK Metaplasm,Bazovoe Techno,techno,LP,11.99,https://clone.nl//item61342.html,https://clone.nl/platen/artwork/large/plaatimage60649.jpg
497,Crushed Soul (Steffi),Family Of Waves EP,Odd Even,techno,12inch,13.99,https://clone.nl//item61341.html,https://clone.nl/platen/artwork/large/plaatimage60648.jpg
498,A. Stantz,Grim Headlights,Kontakt,techno,12inch,33.49,https://clone.nl//item61340.html,https://clone.nl/platen/artwork/large/plaatimage60647.jpg
499,E-Saggila,Anima Bulldozer,Solar One Music,techno,EP,16.49,https://clone.nl//item61338.html,https://clone.nl/platen/artwork/large/plaatimage60642.jpg
500,Vladimir Dubyshkin,Pornographic Novel,Cultivated Electronics,techno,12inch,25.49,https://clone.nl//item61330.html,https://clone.nl/platen/artwork/large/plaatimage60634.jpg
501,Various Artists,We Are The Vineyard Vol.II,Likemind,techno,12inch,26.49,https://clone.nl//item61323.html,https://clone.nl/platen/artwork/large/plaatimage60627.jpg
502,Cressida,Sambo,Mindri,techno,12inch + Download,13.99,https://clone.nl//item61318.html,https://clone.nl/platen/artwork/large/plaatimage60622.jpg
503,Gaia Tones,Chains / Shackles,Clone Classic Cuts,techno,12inch,19.99,https://clone.nl//item61317.html,https://clone.nl/platen/artwork/large/plaatimage60621.jpg
504,Rambadu & Vince Tehua,A Luv So Al (Luigi Tozzi remix),Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61316.html,https://clone.nl/platen/artwork/large/plaatimage60620.jpg
505,Garies,In Bits,Clone Classic Cuts,techno,12inch,12.49,https://clone.nl//item61312.html,https://clone.nl/platen/artwork/large/plaatimage60616.jpg
506,Oora,Memoria (Nadia Struiwigh remix),Clone Classic Cuts,techno,12inch,27.99,https://clone.nl//item61304.html,https://clone.nl/platen/artwork/large/plaatimage60609.jpg
507,Inigo Kennedy,Arcadian Falls,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61296.html,https://clone.nl/platen/artwork/large/plaatimage61175.jpg
508,Various Artists,Succubus,Clone Classic Cuts,techno,12inch,9.99,https://clone.nl//item61289.html,https://clone.nl/platen/artwork/large/plaatimage60598.jpg
509,Amandra,Ruban Rouge EP,Clone Classic Cuts,techno,12inch,23.99,https://clone.nl//item61288.html,https://clone.nl/platen/artwork/large/plaatimage60597.jpg
510,Wata Igarashi ,Traveling,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item61285.html,https://clone.nl/platen/artwork/large/plaatimage60594.jpg
511,Various Artists,Rauschen 2020.01,Disco Inferno,techno,12inch,17.99,https://clone.nl//item61282.html,https://clone.nl/platen/artwork/large/plaatimage60591.jpg
512,Galcid,Bucket Brigade Device,Avoidance,techno,12inch,20.99,https://clone.nl//item61281.html,https://clone.nl/platen/artwork/large/plaatimage60590.jpg
513,Various Artists,In the Key of G,Lowlife Cartel,techno,2LP,14.49,https://clone.nl//item61277.html,https://clone.nl/platen/artwork/large/plaatimage60586.jpg
514,London Modular Alliance,Glass Cannon EP,Falling Apart,techno,12inch,15.99,https://clone.nl//item61274.html,https://clone.nl/platen/artwork/large/plaatimage60583.jpg
515,Hamilton Scalpel,Hamilton Scalpel 2: Airfoil,Thank You,techno,12inch,13.49,https://clone.nl//item61272.html,https://clone.nl/platen/artwork/large/plaatimage60581.jpg
516,Ruton,Coconuts Falling,Crowdspacer,techno,12inch,13.49,https://clone.nl//item61269.html,https://clone.nl/platen/artwork/large/plaatimage61397.jpg
517,Various Artists,Rave Encounter Vol. 1,Knekelhuis,techno,2x10inch,12.99,https://clone.nl//item61265.html,https://clone.nl/platen/artwork/large/plaatimage60576.jpg
518,Basement Space,Substellar Archive,Be As One,techno,2LP,11.99,https://clone.nl//item61259.html,https://clone.nl/platen/artwork/large/plaatimage60570.jpg
519,Black Merlin,MOD IK EP,Arts,techno,12inch,13.99,https://clone.nl//item61255.html,https://clone.nl/platen/artwork/large/plaatimage60566.jpg
520,Bas Grossfeldt,Lost In Sensation,M>O>S,techno,12inch,12.49,https://clone.nl//item61252.html,https://clone.nl/platen/artwork/large/plaatimage60563.jpg
521,Teste,Graphic Depictions,Seven Hills,techno,2LP,10.99,https://clone.nl//item61249.html,https://clone.nl/platen/artwork/large/plaatimage60560.jpg
522,Marcos Cabral,Spell Breaker,Firescope Records,techno,LP,9.99,https://clone.nl//item61247.html,https://clone.nl/platen/artwork/large/plaatimage60558.jpg
523,Destiny71z,EP3 T30001,Firescope Records,techno,12inch,10.49,https://clone.nl//item61243.html,https://clone.nl/platen/artwork/large/plaatimage60554.jpg
524,Various Artists,Unbroken Dreams Of Light,Red Ember Records,techno,2LP,9.99,https://clone.nl//item61239.html,https://clone.nl/platen/artwork/large/plaatimage60549.jpg
525,Jay Glass Dubs,Soma,Natural Sciences,techno,2LP,9.99,https://clone.nl//item61235.html,https://clone.nl/platen/artwork/large/plaatimage60545.jpg
526,Aroy Dee / Gilbert / Jonski / DJ Guy,Innate 004,Fxhe,techno,12inch,14.99,https://clone.nl//item61233.html,https://clone.nl/platen/artwork/large/plaatimage60543.jpg
527,Unknown Artist,WH12,OK SPIRIT,techno,12inch,11.49,https://clone.nl//item61229.html,https://clone.nl/platen/artwork/large/plaatimage60540.jpg
528,Unknown Artist,WH11,Who's Susan,techno,12inch,14.49,https://clone.nl//item61228.html,https://clone.nl/platen/artwork/large/plaatimage60538.jpg
529,Unknown Artist,WH10,Fourier Transform,techno,12inch,13.99,https://clone.nl//item61227.html,https://clone.nl/platen/artwork/large/plaatimage60537.jpg
530,Unknown Artist,WH09,Ninja Tune,techno,12inch,10.99,https://clone.nl//item61226.html,https://clone.nl/platen/artwork/large/plaatimage60536.jpg
531,Unknown Artist,WH08,Trauma Collective,techno,12inch,10.99,https://clone.nl//item61225.html,https://clone.nl/platen/artwork/large/plaatimage60535.jpg
532,FRAK,Early Grey,Lackrec,techno,LP,13.49,https://clone.nl//item61222.html,https://clone.nl/platen/artwork/large/plaatimage60532.jpg
533,Gacha Bakradze,Western Arrogance,Fleisch,techno,12inch,17.99,https://clone.nl//item61217.html,https://clone.nl/platen/artwork/large/plaatimage61356.jpg
534,Pinch,Reality Tunnels,BITE,techno,2LP,12.99,https://clone.nl//item61212.html,https://clone.nl/platen/artwork/large/plaatimage60523.jpg
535,Levon Vincent,WKO,Portage Garage Sounds,techno,12inch,12.99,https://clone.nl//item61210.html,https://clone.nl/platen/artwork/large/plaatimage60520.jpg
536,John Beltran,2020,Morphine,techno,12inch,13.99,https://clone.nl//item61209.html,https://clone.nl/platen/artwork/large/plaatimage60517.jpg
537,Ochre,Understory,Intrepid Skin,techno,12inch,23.99,https://clone.nl//item61208.html,https://clone.nl/platen/artwork/large/plaatimage60518.jpg
538,Taupe,Vested EP,Random Numbers,techno,12inch,12.49,https://clone.nl//item61207.html,https://clone.nl/platen/artwork/large/plaatimage60516.jpg
539,Francis Juno,Further Adjustements,X-Kalay,techno,Mini-LP,18.99,https://clone.nl//item61206.html,https://clone.nl/platen/artwork/large/plaatimage60519.jpg
540,Shifted,Hard Matter / Warm Currents ,Dill Dodos Recife,techno,12inch,23.99,https://clone.nl//item61204.html,https://clone.nl/platen/artwork/large/plaatimage60514.jpg
541,Decka,Elimination Techniques ,Ilian Tape,techno,12inch,10.99,https://clone.nl//item61203.html,https://clone.nl/platen/artwork/large/plaatimage60513.jpg
542,Shanti Celeste,The Sound Of Love International #003,Revenge Techniques,techno,2LP,23.99,https://clone.nl//item61197.html,https://clone.nl/platen/artwork/large/plaatimage60507.jpg
543,Tetelepta,I Don't Give A F**k,Fold Records,techno,7inch,23.99,https://clone.nl//item61191.html,https://clone.nl/platen/artwork/large/plaatimage60503.jpg
544,Tetelepta,I Don't Give A F**k,Lux Rec,techno,12inch,23.99,https://clone.nl//item61190.html,https://clone.nl/platen/artwork/large/plaatimage60502.jpg
545,Tetelepta,I Don't Give A F**k,Standard Deviation,techno,12inch + 7inch,14.99,https://clone.nl//item61189.html,https://clone.nl/platen/artwork/large/plaatimage60501.jpg
546,30303,Interstellar Rhythm,Craigie Knowes,techno,12inch,23.99,https://clone.nl//item61186.html,https://clone.nl/platen/artwork/large/plaatimage60498.jpg
547,Jacksonville,FON,Shaw Cuts,techno,12inch,14.99,https://clone.nl//item61182.html,https://clone.nl/platen/artwork/large/plaatimage60493.jpg
548,Jodey Kendrick,H120 Acid,Craigie Knowes,techno,12inch,12.49,https://clone.nl//item61175.html,https://clone.nl/platen/artwork/large/plaatimage60896.jpg
549,CYRK,Balloonatix,Craigie Knowes,techno,12inch,10.99,https://clone.nl//item61165.html,https://clone.nl/platen/artwork/large/plaatimage60476.jpg
550,Tyler Friedman,Epiphytic,Lobster Theremin,techno,LP,11.49,https://clone.nl//item61163.html,https://clone.nl/platen/artwork/large/plaatimage60473.jpg
551,Emiliano Comollo ,Quiet and Disorder,Steel City Dance Discs,techno,12inch,9.99,https://clone.nl//item61161.html,https://clone.nl/platen/artwork/large/plaatimage60472.jpg
552,Dosis,Sombras EP,Shall Not Fade,techno,12inch,10.99,https://clone.nl//item61153.html,https://clone.nl/platen/artwork/large/plaatimage60463.jpg
553,Transparent Sound,Atmosphere / Remanisance,Yozmaz,techno,12inch,12.49,https://clone.nl//item61145.html,https://clone.nl/platen/artwork/large/plaatimage60453.jpg
554,Denham Audio,Feel The Panic EP,Pinkman,techno,12inch,12.99,https://clone.nl//item61143.html,https://clone.nl/platen/artwork/large/plaatimage60451.jpg
555,Zaq,Magic Silver EP,Pinkman,techno,12inch,13.99,https://clone.nl//item61132.html,https://clone.nl/platen/artwork/large/plaatimage60440.jpg
556,Various Artists ,Cosmic Bubbles EP,Time Passages,techno,12inch,12.99,https://clone.nl//item61131.html,https://clone.nl/platen/artwork/large/plaatimage60439.jpg
557,Roy Of The Ravers,Melchester Acid EP,!K7,techno,2x12inch,27.99,https://clone.nl//item61128.html,https://clone.nl/platen/artwork/large/plaatimage60461.jpg
558,Yaeji,What We Drew,Brokntoys,techno,LP,24.99,https://clone.nl//item61121.html,https://clone.nl/platen/artwork/large/plaatimage60431.jpg
559,Dukwa,Tears Like Stones,Partout,techno,12inch,12.99,https://clone.nl//item61108.html,https://clone.nl/platen/artwork/large/plaatimage60420.jpg
560,Two Sided Agency,Belle Epoque,Outer Zone,techno,12inch,12.99,https://clone.nl//item61105.html,https://clone.nl/platen/artwork/large/plaatimage60417.jpg
561,ISAbella,Audio Exotica,United Identities,techno,12inch,12.99,https://clone.nl//item61101.html,https://clone.nl/platen/artwork/large/plaatimage60413.jpg
562,Angelo Repetto,Kamiokande EP,Potatoheadz,techno,12inch,9.99,https://clone.nl//item61092.html,https://clone.nl/platen/artwork/large/plaatimage62114.jpg
563,PG Sounds,Sued023,Solar One Music,techno,2x12inch,13.99,https://clone.nl//item61087.html,https://clone.nl/platen/artwork/large/plaatimage60400.jpg
564,Pittsburgh Track Authority,PA System,Cultivated Electronics,techno,2LP,17.99,https://clone.nl//item61073.html,https://clone.nl/platen/artwork/large/plaatimage60385.jpg
565,bvdub,Wrath and Apathy,Likemind,techno,2LP + Download,17.99,https://clone.nl//item61066.html,https://clone.nl/platen/artwork/large/plaatimage60378.jpg
566,Nu-Cleo ,Total Control EP,Mindri,techno,12inch,9.99,https://clone.nl//item61056.html,https://clone.nl/platen/artwork/large/plaatimage60365.jpg
567,Unknown Artist,Eight O Eight,Clone Classic Cuts,techno,12inch,27.99,https://clone.nl//item61053.html,https://clone.nl/platen/artwork/large/plaatimage60364.jpg
568,BNJMN,Hypnagogia Remixed,Clone Classic Cuts,techno,12inch,14.99,https://clone.nl//item61051.html,https://clone.nl/platen/artwork/large/plaatimage60362.jpg
569,State Of Flux,Mercury EP,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item61045.html,https://clone.nl/platen/artwork/large/plaatimage60356.jpg
570,John Beltran,Highway EP,Clone Classic Cuts,techno,12inch,14.99,https://clone.nl//item61018.html,https://clone.nl/platen/artwork/large/plaatimage60984.jpg
571,CVBOX,The Scan EP,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61011.html,https://clone.nl/platen/artwork/large/plaatimage60324.jpg
572,Low End Activist,Game Theory,Clone Classic Cuts,techno,2x12inch,15.99,https://clone.nl//item61008.html,https://clone.nl/platen/artwork/large/plaatimage60321.jpg
573,K-1,K-1 Agenda,Clone Classic Cuts,techno,12inch,26.99,https://clone.nl//item61002.html,https://clone.nl/platen/artwork/large/plaatimage60315.jpg
574,Automatic Tasty,You'll Never Work In This Town Again!,Clone Classic Cuts,techno,2x12inch,31.49,https://clone.nl//item60992.html,https://clone.nl/platen/artwork/large/plaatimage60306.jpg
575,Nordvest,Grondal,Disco Inferno,techno,LP,14.49,https://clone.nl//item60984.html,https://clone.nl/platen/artwork/large/plaatimage60302.jpg
576,Im Kellar,Free Entrance EP,Avoidance,techno,12inch,20.49,https://clone.nl//item60980.html,https://clone.nl/platen/artwork/large/plaatimage60299.jpg
577,Scientific Dreamz Of U,Self Assembly Of Myriad Heterostructures,Nonplus,techno,12inch,13.99,https://clone.nl//item60979.html,https://clone.nl/platen/artwork/large/plaatimage60298.jpg
578,Yant,Hydro EP,BAR Records,techno,12inch,22.99,https://clone.nl//item60972.html,https://clone.nl/platen/artwork/large/plaatimage60292.jpg
579,Unknown Artist,PRRUKLTD 1997,Sneaker Social Club,techno,12inch,10.99,https://clone.nl//item60970.html,https://clone.nl/platen/artwork/large/plaatimage60290.jpg
580,BOA,Warp Purpose Vol. I,Subsequent,techno,12inch,11.49,https://clone.nl//item60967.html,https://clone.nl/platen/artwork/large/plaatimage60287.jpg
581,Jon Watts,Music for 3 CDJs,Vakum,techno,12inch,10.99,https://clone.nl//item60964.html,https://clone.nl/platen/artwork/large/plaatimage60284.jpg
582,Future Beat Alliance,Beginner’s Mind ,Curated by Time,techno,2x12inch,10.99,https://clone.nl//item60953.html,https://clone.nl/platen/artwork/large/plaatimage60272.jpg
583,Buttechno,PSY X,System Error,techno,2x12inch,11.49,https://clone.nl//item60950.html,https://clone.nl/platen/artwork/large/plaatimage60270.jpg
584,various artists,enter:protopost,Childhood Intelligence,techno,12inch,11.49,https://clone.nl//item60949.html,https://clone.nl/platen/artwork/large/plaatimage60269.jpg
585,Carlo Maria,Denouement,Underlying Forms,techno,12inch,13.99,https://clone.nl//item60947.html,https://clone.nl/platen/artwork/large/plaatimage60267.jpg
586,Reload,A Collection Of Short Stories,Breakfast Musik,techno,2LP,21.99,https://clone.nl//item60943.html,https://clone.nl/platen/artwork/large/plaatimage60263.jpg
587,Cab drivers,Untitled,Spillway,techno,12inch,32.99,https://clone.nl//item60942.html,https://clone.nl/platen/artwork/large/plaatimage60397.jpg
588,Frank de Wulf ,Drums In A Grip,Animals On Psychedelics,techno,12inch,10.99,https://clone.nl//item60941.html,https://clone.nl/platen/artwork/large/plaatimage61038.jpg
